Target,Scene,Indoor/Outdoor,Location,Step,x-value,y-value,z-value,x-rotation,y-rotation,z-rotation,Scene upload,Notes
cactus20,desertroad,outdoor,right,0.1875,18.8175,1.7,309.31,19,-90,0,,
cactus19,desertroad,outdoor,right,0.1875,19.005,1.7,309.31,18,-90,0,,
cactus18,desertroad,outdoor,right,0.1875,19.1925,1.7,309.31,17,-90,0,,
cactus17,desertroad,outdoor,right,0.1875,19.38,1.7,309.31,16,-90,0,,
cactus16,desertroad,outdoor,right,0.1875,19.5675,1.7,309.31,15,-90,0,,
cactus15,desertroad,outdoor,right,0.1875,19.755,1.7,309.31,14,-90,0,,
cactus14,desertroad,outdoor,right,0.1875,19.9425,1.7,309.31,13,-90,0,,
cactus13,desertroad,outdoor,right,0.1875,20.13,1.7,309.31,12,-90,0,,
cactus12,desertroad,outdoor,right,0.1875,20.3175,1.7,309.31,11,-90,0,,
cactus11,desertroad,outdoor,right,0.1875,20.505,1.7,309.31,10,-90,0,,
cactus10,desertroad,outdoor,right,0.1875,20.6925,1.7,309.31,9,-90,0,,
cactus09,desertroad,outdoor,right,0.1875,20.88,1.7,309.31,8,-90,0,,
cactus08,desertroad,outdoor,right,0.1875,21.0675,1.7,309.31,7,-90,0,,
cactus07,desertroad,outdoor,right,0.1875,21.255,1.7,309.31,6,-90,0,,
cactus06,desertroad,outdoor,right,0.1875,21.4425,1.7,309.31,5,-90,0,,
cactus05,desertroad,outdoor,right,0.1875,21.63,1.7,309.31,4,-90,0,,
cactus04,desertroad,outdoor,right,0.1875,21.8175,1.7,309.31,3,-90,0,,
cactus03,desertroad,outdoor,right,0.1875,22.005,1.7,309.31,2,-90,0,,
cactus02,desertroad,outdoor,right,0.1875,22.1925,1.7,309.31,1,-90,0,,
cactus01,desertroad,outdoor,right,0.1875,22.38,1.7,309.31,0,-90,0,,
bottle25,farm,outdoor,right,0.1875,139,-0.03,166.8,24,-90,0,,
bottle24,farm,outdoor,right,0.1875,139.1875,-0.03,166.8,23,-90,0,,
bottle23,farm,outdoor,right,0.1875,139.375,-0.03,166.8,22,-90,0,,
bottle22,farm,outdoor,right,0.1875,139.5625,-0.03,166.8,21,-90,0,,
bottle21,farm,outdoor,right,0.1875,139.75,-0.03,166.8,20,-90,0,,
bottle20,farm,outdoor,right,0.1875,139.9375,-0.03,166.8,19,-90,0,,
bottle19,farm,outdoor,right,0.1875,140.125,-0.03,166.8,18,-90,0,,
bottle18,farm,outdoor,right,0.1875,140.3125,-0.03,166.8,17,-90,0,,
bottle17,farm,outdoor,right,0.1875,140.5,-0.03,166.8,16,-90,0,,
bottle16,farm,outdoor,right,0.1875,140.6875,-0.03,166.8,15,-90,0,,
bottle15,farm,outdoor,right,0.1875,140.875,-0.03,166.8,14,-90,0,,
bottle14,farm,outdoor,right,0.1875,141.0625,-0.03,166.8,13,-90,0,,
bottle13,farm,outdoor,right,0.1875,141.25,-0.03,166.8,12,-90,0,,
bottle12,farm,outdoor,right,0.1875,141.4375,-0.03,166.8,11,-90,0,,
bottle11,farm,outdoor,right,0.1875,141.625,-0.03,166.8,10,-90,0,,
bottle10,farm,outdoor,right,0.1875,141.8125,-0.03,166.8,9,-90,0,,
bottle09,farm,outdoor,right,0.1875,142,-0.03,166.8,8,-90,0,,
bottle08,farm,outdoor,right,0.1875,142.1875,-0.03,166.8,7,-90,0,,
bottle07,farm,outdoor,right,0.1875,142.375,-0.03,166.8,6,-90,0,,
bottle06,farm,outdoor,right,0.1875,142.5625,-0.03,166.8,5,-90,0,,
bottle05,farm,outdoor,right,0.1875,142.75,-0.03,166.8,4,-90,0,,
bottle04,farm,outdoor,right,0.1875,142.9375,-0.03,166.8,3,-90,0,,
bottle03,farm,outdoor,right,0.1875,143.125,-0.03,166.8,2,-90,0,,
bottle02,farm,outdoor,right,0.1875,143.3125,-0.03,166.8,1,-90,0,,
bottle01,farm,outdoor,right,0.1875,143.5,-0.03,166.8,0,-90,0,,
ashtray25,gazebo,outdoor,left,0.1875,169.36,-0.02,97.25,24,90,0,,
ashtray24,gazebo,outdoor,left,0.1875,169.1725,-0.02,97.25,23,90,0,,
ashtray23,gazebo,outdoor,left,0.1875,168.985,-0.02,97.25,22,90,0,,
ashtray22,gazebo,outdoor,left,0.1875,168.7975,-0.02,97.25,21,90,0,,
ashtray21,gazebo,outdoor,left,0.1875,168.61,-0.02,97.25,20,90,0,,
ashtray20,gazebo,outdoor,left,0.1875,168.4225,-0.02,97.25,19,90,0,,
ashtray19,gazebo,outdoor,left,0.1875,168.235,-0.02,97.25,18,90,0,,
ashtray18,gazebo,outdoor,left,0.1875,168.0475,-0.02,97.25,17,90,0,,
ashtray17,gazebo,outdoor,left,0.1875,167.86,-0.02,97.25,16,90,0,,
ashtray16,gazebo,outdoor,left,0.1875,167.6725,-0.02,97.25,15,90,0,,
ashtray15,gazebo,outdoor,left,0.1875,167.485,-0.02,97.25,14,90,0,,
ashtray14,gazebo,outdoor,left,0.1875,167.2975,-0.02,97.25,13,90,0,,
ashtray13,gazebo,outdoor,left,0.1875,167.11,-0.02,97.25,12,90,0,,
ashtray12,gazebo,outdoor,left,0.1875,166.9225,-0.02,97.25,11,90,0,,
ashtray11,gazebo,outdoor,left,0.1875,166.735,-0.02,97.25,10,90,0,,
ashtray10,gazebo,outdoor,left,0.1875,166.5475,-0.02,97.25,9,90,0,,
ashtray09,gazebo,outdoor,left,0.1875,166.36,-0.02,97.25,8,90,0,,
ashtray08,gazebo,outdoor,left,0.1875,166.1725,-0.02,97.25,7,90,0,,
ashtray07,gazebo,outdoor,left,0.1875,165.985,-0.02,97.25,6,90,0,,
ashtray06,gazebo,outdoor,left,0.1875,165.7975,-0.02,97.25,5,90,0,,
ashtray05,gazebo,outdoor,left,0.1875,165.61,-0.02,97.25,4,90,0,,
ashtray04,gazebo,outdoor,left,0.1875,165.4225,-0.02,97.25,3,90,0,,
ashtray03,gazebo,outdoor,left,0.1875,165.235,-0.02,97.25,2,90,0,,
ashtray02,gazebo,outdoor,left,0.1875,165.0475,-0.02,97.25,1,90,0,,
ashtray01,gazebo,outdoor,left,0.1875,164.86,-0.02,97.25,0,90,0,,
mug25,picnic,outdoor,right,0.1875,-12.5,1.3,-1.14,24,180,0,,
mug24,picnic,outdoor,right,0.1875,-12.5,1.3,-0.9525,23,180,0,,
mug23,picnic,outdoor,right,0.1875,-12.5,1.3,-0.765,22,180,0,,
mug22,picnic,outdoor,right,0.1875,-12.5,1.3,-0.5775,21,180,0,,
mug21,picnic,outdoor,right,0.1875,-12.5,1.3,-0.39,20,180,0,,
mug20,picnic,outdoor,right,0.1875,-12.5,1.3,-0.2025,19,180,0,,
mug19,picnic,outdoor,right,0.1875,-12.5,1.3,-0.015,18,180,0,,
mug18,picnic,outdoor,right,0.1875,-12.5,1.3,0.1725,17,180,0,,
mug17,picnic,outdoor,right,0.1875,-12.5,1.3,0.36,16,180,0,,
mug16,picnic,outdoor,right,0.1875,-12.5,1.3,0.5475,15,180,0,,
mug15,picnic,outdoor,right,0.1875,-12.5,1.3,0.735,14,180,0,,
mug14,picnic,outdoor,right,0.1875,-12.5,1.3,0.9225,13,180,0,,
mug13,picnic,outdoor,right,0.1875,-12.5,1.3,1.11,12,180,0,,
mug12,picnic,outdoor,right,0.1875,-12.5,1.3,1.2975,11,180,0,,
mug11,picnic,outdoor,right,0.1875,-12.5,1.3,1.485,10,180,0,,
mug10,picnic,outdoor,right,0.1875,-12.5,1.3,1.6725,9,180,0,,
mug09,picnic,outdoor,right,0.1875,-12.5,1.3,1.86,8,180,0,,
mug08,picnic,outdoor,right,0.1875,-12.5,1.3,2.0475,7,180,0,,
mug07,picnic,outdoor,right,0.1875,-12.5,1.3,2.235,6,180,0,,
mug06,picnic,outdoor,right,0.1875,-12.5,1.3,2.4225,5,180,0,,
mug05,picnic,outdoor,right,0.1875,-12.5,1.3,2.61,4,180,0,,
mug04,picnic,outdoor,right,0.1875,-12.5,1.3,2.7975,3,180,0,,
mug03,picnic,outdoor,right,0.1875,-12.5,1.3,2.985,2,180,0,,
mug02,picnic,outdoor,right,0.1875,-12.5,1.3,3.1725,1,180,0,,
mug01,picnic,outdoor,right,0.1875,-12.5,1.3,3.36,0,180,0,,
axe25,snowycampsite,outdoor,left,0.1875,44,3.6,31.817,24,0,0,,
axe24,snowycampsite,outdoor,left,0.1875,44,3.6,31.6295,23,0,0,,
axe23,snowycampsite,outdoor,left,0.1875,44,3.6,31.442,22,0,0,,
axe22,snowycampsite,outdoor,left,0.1875,44,3.6,31.2545,21,0,0,,
axe21,snowycampsite,outdoor,left,0.1875,44,3.6,31.067,20,0,0,,
axe20,snowycampsite,outdoor,left,0.1875,44,3.6,30.8795,19,0,0,,
axe19,snowycampsite,outdoor,left,0.1875,44,3.6,30.692,18,0,0,,
axe18,snowycampsite,outdoor,left,0.1875,44,3.6,30.5045,17,0,0,,
axe17,snowycampsite,outdoor,left,0.1875,44,3.6,30.317,16,0,0,,
axe16,snowycampsite,outdoor,left,0.1875,44,3.6,30.1295,15,0,0,,
axe15,snowycampsite,outdoor,left,0.1875,44,3.6,29.942,14,0,0,,
axe14,snowycampsite,outdoor,left,0.1875,44,3.6,29.7545,13,0,0,,
axe13,snowycampsite,outdoor,left,0.1875,44,3.6,29.567,12,0,0,,
axe12,snowycampsite,outdoor,left,0.1875,44,3.6,29.3795,11,0,0,,
axe11,snowycampsite,outdoor,left,0.1875,44,3.6,29.192,10,0,0,,
axe10,snowycampsite,outdoor,left,0.1875,44,3.6,29.0045,9,0,0,,
axe09,snowycampsite,outdoor,left,0.1875,44,3.6,28.817,8,0,0,,
axe08,snowycampsite,outdoor,left,0.1875,44,3.6,28.6295,7,0,0,,
axe07,snowycampsite,outdoor,left,0.1875,44,3.6,28.442,6,0,0,,
axe06,snowycampsite,outdoor,left,0.1875,44,3.6,28.2545,5,0,0,,
axe05,snowycampsite,outdoor,left,0.1875,44,3.6,28.067,4,0,0,,
axe04,snowycampsite,outdoor,left,0.1875,44,3.6,27.8795,3,0,0,,
axe03,snowycampsite,outdoor,left,0.1875,44,3.6,27.692,2,0,0,,
axe02,snowycampsite,outdoor,left,0.1875,44,3.6,27.5045,1,0,0,,
axe01,snowycampsite,outdoor,left,0.1875,44,3.6,27.317,0,0,0,,
package25,twostoryhouse,outdoor,left ,0.1875,135.7,0,81.62,24,180,0,,
package24,twostoryhouse,outdoor,left,0.1875,135.7,0,81.8075,23,180,0,,
package23,twostoryhouse,outdoor,left,0.1875,135.7,0,81.995,22,180,0,,
package22,twostoryhouse,outdoor,left,0.1875,135.7,0,82.1825,21,180,0,,
package21,twostoryhouse,outdoor,left,0.1875,135.7,0,82.37,20,180,0,,
package20,twostoryhouse,outdoor,left,0.1875,135.7,0,82.5575,19,180,0,,
package19,twostoryhouse,outdoor,left,0.1875,135.7,0,82.745,18,180,0,,
package18,twostoryhouse,outdoor,left,0.1875,135.7,0,82.9325,17,180,0,,
package17,twostoryhouse,outdoor,left,0.1875,135.7,0,83.12,16,180,0,,
package16,twostoryhouse,outdoor,left,0.1875,135.7,0,83.3075,15,180,0,,
package15,twostoryhouse,outdoor,left,0.1875,135.7,0,83.495,14,180,0,,
package14,twostoryhouse,outdoor,left,0.1875,135.7,0,83.6825,13,180,0,,
package13,twostoryhouse,outdoor,left,0.1875,135.7,0,83.87,12,180,0,,
package12,twostoryhouse,outdoor,left,0.1875,135.7,0,84.0575,11,180,0,,
package11,twostoryhouse,outdoor,left,0.1875,135.7,0,84.245,10,180,0,,
package10,twostoryhouse,outdoor,left,0.1875,135.7,0,84.4325,9,180,0,,
package09,twostoryhouse,outdoor,left,0.1875,135.7,0,84.62,8,180,0,,
package08,twostoryhouse,outdoor,left,0.1875,135.7,0,84.8075,7,180,0,,
package07,twostoryhouse,outdoor,left,0.1875,135.7,0,84.995,6,180,0,,
package06,twostoryhouse,outdoor,left,0.1875,135.7,0,85.1825,5,180,0,,
package05,twostoryhouse,outdoor,left,0.1875,135.7,0,85.37,4,180,0,,
package04,twostoryhouse,outdoor,left,0.1875,135.7,0,85.5575,3,180,0,,
package03,twostoryhouse,outdoor,left,0.1875,135.7,0,85.745,2,180,0,,
package02,twostoryhouse,outdoor,left,0.1875,135.7,0,85.9325,1,180,0,,
package01,twostoryhouse,outdoor,left,0.1875,135.7,0,86.12,0,180,0,,
